timestamp,type,sport,match,league,market,edge_pct,confidence,suggested_stake,details
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Inter Milan vs Cagliari,Serie A - Italy,h2h,2.606,SURE,26.06,"{""Cagliari"": {""bookmaker"": ""Coolbet"", ""odds"": 16.25, ""stake_pct"": 6.32, ""stake_amount"": 63.19}, ""Draw"": {""bookmaker"": ""Matchbook"", ""odds"": 8.0, ""stake_pct"": 12.83, ""stake_amount"": 128.34}, ""Inter Milan"": {""bookmaker"": ""1xBet"", ""odds"": 1.27, ""stake_pct"": 80.85, ""stake_amount"": 808.47}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Aston Villa vs Bologna,UEFA Europa League,h2h,1.874,SURE,18.74,"{""Aston Villa"": {""bookmaker"": ""Betfred (UK)"", ""odds"": 1.67, ""stake_pct"": 61.02, ""stake_amount"": 610.24}, ""Bologna"": {""bookmaker"": ""Smarkets"", ""odds"": 6.6, ""stake_pct"": 15.44, ""stake_amount"": 154.41}, ""Draw"": {""bookmaker"": ""1xBet"", ""odds"": 4.33, ""stake_pct"": 23.54, ""stake_amount"": 235.36}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,VfB Stuttgart vs Werder Bremen,Bundesliga - Germany,h2h,1.418,SURE,14.18,"{""Werder Bremen"": {""bookmaker"": ""BetOnline.ag"", ""odds"": 6.5, ""stake_pct"": 15.61, ""stake_amount"": 156.06}, ""VfB Stuttgart"": {""bookmaker"": ""1xBet"", ""odds"": 1.64, ""stake_pct"": 61.85, ""stake_amount"": 618.52}, ""Draw"": {""bookmaker"": ""Unibet (NL)"", ""odds"": 4.5, ""stake_pct"": 22.54, ""stake_amount"": 225.42}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Barcelona vs Celta Vigo,La Liga - Spain,h2h,1.385,SURE,13.85,"{""Celta Vigo"": {""bookmaker"": ""Unibet (SE)"", ""odds"": 10.5, ""stake_pct"": 9.66, ""stake_amount"": 96.58}, ""Barcelona"": {""bookmaker"": ""1xBet"", ""odds"": 1.32, ""stake_pct"": 76.82, ""stake_amount"": 768.22}, ""Draw"": {""bookmaker"": ""BetOnline.ag"", ""odds"": 7.5, ""stake_pct"": 13.52, ""stake_amount"": 135.21}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Crystal Palace vs West Ham United,EPL,h2h,1.065,SURE,10.65,"{""West Ham United"": {""bookmaker"": ""1xBet"", ""odds"": 3.58, ""stake_pct"": 28.23, ""stake_amount"": 282.34}, ""Crystal Palace"": {""bookmaker"": ""Nordic Bet"", ""odds"": 2.38, ""stake_pct"": 42.47, ""stake_amount"": 424.69}, ""Draw"": {""bookmaker"": ""Betfair"", ""odds"": 3.45, ""stake_pct"": 29.3, ""stake_amount"": 292.97}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Fiorentina vs Sassuolo,Serie A - Italy,h2h,1.049,SURE,10.49,"{""Sassuolo"": {""bookmaker"": ""BetOnline.ag"", ""odds"": 4.7, ""stake_pct"": 21.5, ""stake_amount"": 215.02}, ""Draw"": {""bookmaker"": ""Unibet (SE)"", ""odds"": 3.55, ""stake_pct"": 28.47, ""stake_amount"": 284.68}, ""Fiorentina"": {""bookmaker"": ""Nordic Bet"", ""odds"": 2.02, ""stake_pct"": 50.03, ""stake_amount"": 500.3}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Hellas Verona vs AC Milan,Serie A - Italy,h2h,0.954,SURE,9.54,"{""AC Milan"": {""bookmaker"": ""GTbets"", ""odds"": 1.65, ""stake_pct"": 61.19, ""stake_amount"": 611.9}, ""Hellas Verona"": {""bookmaker"": ""Smarkets"", ""odds"": 7.0, ""stake_pct"": 14.42, ""stake_amount"": 144.23}, ""Draw"": {""bookmaker"": ""1xBet"", ""odds"": 4.14, ""stake_pct"": 24.39, ""stake_amount"": 243.87}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Napoli vs Lazio,Serie A - Italy,h2h,0.88,SURE,8.8,"{""Napoli"": {""bookmaker"": ""GTbets"", ""odds"": 1.65, ""stake_pct"": 61.14, ""stake_amount"": 611.44}, ""Lazio"": {""bookmaker"": ""Smarkets"", ""odds"": 7.4, ""stake_pct"": 13.63, ""stake_amount"": 136.34}, ""Draw"": {""bookmaker"": ""Tipico"", ""odds"": 4.0, ""stake_pct"": 25.22, ""stake_amount"": 252.22}}"
2026-04-15 21:45 UTC,ARBITRAGE,basketball,Philadelphia 76ers vs Orlando Magic,NBA,h2h,0.747,SURE,7.47,"{""Orlando Magic"": {""bookmaker"": ""1xBet"", ""odds"": 2.12, ""stake_pct"": 47.52, ""stake_amount"": 475.25}, ""Philadelphia 76ers"": {""bookmaker"": ""Betfair"", ""odds"": 1.92, ""stake_pct"": 52.48, ""stake_amount"": 524.75}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,AS Roma vs Atalanta BC,Serie A - Italy,h2h,0.737,SURE,7.37,"{""AS Roma"": {""bookmaker"": ""Betfair"", ""odds"": 2.5, ""stake_pct"": 40.3, ""stake_amount"": 402.97}, ""Draw"": {""bookmaker"": ""Unibet (SE)"", ""odds"": 3.4, ""stake_pct"": 29.63, ""stake_amount"": 296.3}, ""Atalanta BC"": {""bookmaker"": ""Unibet (SE)"", ""odds"": 3.35, ""stake_pct"": 30.07, ""stake_amount"": 300.73}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,FSV Mainz 05 vs Bayern Munich,Bundesliga - Germany,h2h,0.644,SURE,6.44,"{""FSV Mainz 05"": {""bookmaker"": ""Unibet (SE)"", ""odds"": 6.5, ""stake_pct"": 15.48, ""stake_amount"": 154.84}, ""Bayern Munich"": {""bookmaker"": ""Betfair"", ""odds"": 1.52, ""stake_pct"": 66.22, ""stake_amount"": 662.16}, ""Draw"": {""bookmaker"": ""BetOnline.ag"", ""odds"": 5.5, ""stake_pct"": 18.3, ""stake_amount"": 183.0}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Metz vs Paris FC,Ligue 1 - France,h2h,0.644,SURE,6.44,"{""Paris FC"": {""bookmaker"": ""GTbets"", ""odds"": 2.19, ""stake_pct"": 45.96, ""stake_amount"": 459.58}, ""Metz"": {""bookmaker"": ""Unibet (SE)"", ""odds"": 3.7, ""stake_pct"": 27.2, ""stake_amount"": 272.02}, ""Draw"": {""bookmaker"": ""Coolbet"", ""odds"": 3.75, ""stake_pct"": 26.84, ""stake_amount"": 268.4}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Lyon vs Auxerre,Ligue 1 - France,h2h,0.639,SURE,6.39,"{""Auxerre"": {""bookmaker"": ""Betfair"", ""odds"": 5.3, ""stake_pct"": 18.99, ""stake_amount"": 189.89}, ""Draw"": {""bookmaker"": ""1xBet"", ""odds"": 4.01, ""stake_pct"": 25.1, ""stake_amount"": 250.98}, ""Lyon"": {""bookmaker"": ""Betsson"", ""odds"": 1.8, ""stake_pct"": 55.91, ""stake_amount"": 559.13}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Atlético Madrid vs Athletic Bilbao,La Liga - Spain,h2h,0.636,SURE,6.36,"{""Atlético Madrid"": {""bookmaker"": ""1xBet"", ""odds"": 2.51, ""stake_pct"": 40.1, ""stake_amount"": 400.95}, ""Athletic Bilbao"": {""bookmaker"": ""Unibet (NL)"", ""odds"": 3.15, ""stake_pct"": 31.95, ""stake_amount"": 319.49}, ""Draw"": {""bookmaker"": ""Unibet (NL)"", ""odds"": 3.6, ""stake_pct"": 27.96, ""stake_amount"": 279.55}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Leeds United vs Wolverhampton Wanderers,EPL,h2h,0.632,SURE,6.32,"{""Leeds United"": {""bookmaker"": ""1xBet"", ""odds"": 1.69, ""stake_pct"": 59.55, ""stake_amount"": 595.48}, ""Draw"": {""bookmaker"": ""BetOnline.ag"", ""odds"": 4.25, ""stake_pct"": 23.68, ""stake_amount"": 236.79}, ""Wolverhampton Wanderers"": {""bookmaker"": ""Smarkets"", ""odds"": 6.0, ""stake_pct"": 16.77, ""stake_amount"": 167.73}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Juventus vs Bologna,Serie A - Italy,h2h,0.557,SURE,5.57,"{""Draw"": {""bookmaker"": ""Betfair"", ""odds"": 4.8, ""stake_pct"": 20.95, ""stake_amount"": 209.5}, ""Bologna"": {""bookmaker"": ""Betfair"", ""odds"": 7.8, ""stake_pct"": 12.89, ""stake_amount"": 128.92}, ""Juventus"": {""bookmaker"": ""1xBet"", ""odds"": 1.52, ""stake_pct"": 66.16, ""stake_amount"": 661.58}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Bayern Munich vs VfB Stuttgart,Bundesliga - Germany,h2h,0.556,SURE,5.56,"{""VfB Stuttgart"": {""bookmaker"": ""Casumo"", ""odds"": 7.5, ""stake_pct"": 13.41, ""stake_amount"": 134.08}, ""Bayern Munich"": {""bookmaker"": ""1xBet"", ""odds"": 1.44, ""stake_pct"": 69.83, ""stake_amount"": 698.32}, ""Draw"": {""bookmaker"": ""Betfair"", ""odds"": 6.0, ""stake_pct"": 16.76, ""stake_amount"": 167.6}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,Lecce vs Fiorentina,Serie A - Italy,h2h,0.553,SURE,5.53,"{""Draw"": {""bookmaker"": ""1xBet"", ""odds"": 3.5, ""stake_pct"": 28.73, ""stake_amount"": 287.3}, ""Fiorentina"": {""bookmaker"": ""Betfair"", ""odds"": 2.3, ""stake_pct"": 43.72, ""stake_amount"": 437.2}, ""Lecce"": {""bookmaker"": ""Unibet (SE)"", ""odds"": 3.65, ""stake_pct"": 27.55, ""stake_amount"": 275.5}}"
2026-04-15 21:45 UTC,ARBITRAGE,soccer,SC Freiburg vs 1. FC Heidenheim,Bundesliga - Germany,h2h,0.53,SURE,5.3,"{""Draw"": {""bookmaker"": ""BetOnline.ag"", ""odds"": 4.45, ""stake_pct"": 22.59, ""stake_amount"": 225.92}, ""1. FC Heidenheim"": {""bookmaker"": ""Unibet (SE)"", ""odds"": 5.4, ""stake_pct"": 18.62, ""stake_amount"": 186.17}, ""SC Freiburg"": {""bookmaker"": ""Betfair"", ""odds"": 1.71, ""stake_pct"": 58.79, ""stake_amount"": 587.91}}"
